"GEO_ID","NAME","P5_001N","P5_002N","P5_003N","P5_004N","P5_005N","P5_006N","P5_007N","P5_008N","P5_009N","P5_010N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Institutionalized population:"," !!Total:!!Institutionalized population:!!Correctional facilities for adults"," !!Total:!!Institutionalized population:!!Juvenile facilities"," !!Total:!!Institutionalized population:!!Nursing facilities/Skilled-nursing facilities"," !!Total:!!Institutionalized population:!!Other institutional facilities"," !!Total:!!Noninstitutionalized population:"," !!Total:!!Noninstitutionalized population:!!College/University student housing"," !!Total:!!Noninstitutionalized population:!!Military quarters"," !!Total:!!Noninstitutionalized population:!!Other noninstitutional facilities",
"0400000US17","Illinois","275365","145668","59075","2530","81485","2578","129697","83220","11424","35053",
"1400000US17001000100","Census Tract 1, Adams County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17001000201","Census Tract 2.01, Adams County, Illinois","19","0","0","0","0","0","19","0","0","19",
"1400000US17001000202","Census Tract 2.02, Adams County, Illinois","488","0","0","0","0","0","488","473","0","15",
"1400000US17001000400","Census Tract 4, Adams County, Illinois","417","348","0","0","348","0","69","0","0","69",
"1400000US17001000500","Census Tract 5, Adams County, Illinois","73","73","0","0","68","5","0","0","0","0",
"1400000US17001000600","Census Tract 6, Adams County, Illinois","24","16","0","16","0","0","8","0","0","8",
"1400000US17001000700","Census Tract 7, Adams County, Illinois","76","76","76","0","0","0","0","0","0","0",
"1400000US17001000800","Census Tract 8, Adams County, Illinois","120","120","0","0","120","0","0","0","0","0",
"1400000US17001000900","Census Tract 9, Adams County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17001001001","Census Tract 10.01, Adams County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17001001002","Census Tract 10.02, Adams County, Illinois","194","181","0","0","181","0","13","13","0","0",
"1400000US17001001100","Census Tract 11, Adams County, Illinois","61","42","0","0","42","0","19","0","0","19",
"1400000US17001010100","Census Tract 101, Adams County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17001010200","Census Tract 102, Adams County, Illinois","103","103","0","0","103","0","0","0","0","0",
"1400000US17001010301","Census Tract 103.01, Adams County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17001010302","Census Tract 103.02, Adams County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17001010400","Census Tract 104, Adams County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17001010500","Census Tract 105, Adams County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17001010600","Census Tract 106, Adams County, Illinois","39","3","0","3","0","0","36","0","0","36",
"1400000US17003957600","Census Tract 9576, Alexander County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17003957700","Census Tract 9577, Alexander County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17003957800","Census Tract 9578, Alexander County, Illinois","6","0","0","0","0","0","6","0","0","6",
"1400000US17003957900","Census Tract 9579, Alexander County, Illinois","73","58","0","0","58","0","15","0","0","15",
"1400000US17005951200","Census Tract 9512, Bond County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17005951300","Census Tract 9513, Bond County, Illinois","2361","1437","1363","0","74","0","924","892","0","32",
"1400000US17005951400","Census Tract 9514, Bond County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17005951500","Census Tract 9515, Bond County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17007010101","Census Tract 101.01, Boone County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17007010102","Census Tract 101.02, Boone County, Illinois","50","50","50","0","0","0","0","0","0","0",
"1400000US17007010200","Census Tract 102, Boone County, Illinois","86","86","0","0","86","0","0","0","0","0",
"1400000US17007010300","Census Tract 103, Boone County, Illinois","51","51","0","0","51","0","0","0","0","0",
"1400000US17007010400","Census Tract 104, Boone County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17007010501","Census Tract 105.01, Boone County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17007010502","Census Tract 105.02, Boone County, Illinois","76","76","0","0","76","0","0","0","0","0",
"1400000US17007010601","Census Tract 106.01, Boone County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17007010603","Census Tract 106.03, Boone County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17007010604","Census Tract 106.04, Boone County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17009970400","Census Tract 9704, Brown County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17009970500","Census Tract 9705, Brown County, Illinois","1706","1690","1607","0","53","30","16","0","0","16",
"1400000US17011964700","Census Tract 9647, Bureau County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17011964800","Census Tract 9648, Bureau County, Illinois","40","40","0","0","40","0","0","0","0","0",
"1400000US17011964900","Census Tract 9649, Bureau County, Illinois","4","0","0","0","0","0","4","0","0","4",
"1400000US17011965000","Census Tract 9650, Bureau County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17011965100","Census Tract 9651, Bureau County, Illinois","91","91","0","0","91","0","0","0","0","0",
"1400000US17011965200","Census Tract 9652, Bureau County, Illinois","60","0","0","0","0","0","60","42","0","18",
"1400000US17011965300","Census Tract 9653, Bureau County, Illinois","104","94","0","2","92","0","10","0","0","10",
"1400000US17011965400","Census Tract 9654, Bureau County, Illinois","127","120","25","0","95","0","7","0","0","7",
"1400000US17011965500","Census Tract 9655, Bureau County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17011965600","Census Tract 9656, Bureau County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17013951200","Census Tract 9512, Calhoun County, Illinois","86","73","0","0","73","0","13","0","0","13",
"1400000US17013951300","Census Tract 9513, Calhoun County, Illinois","9","0","0","0","0","0","9","0","0","9",
"1400000US17015960100","Census Tract 9601, Carroll County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17015960200","Census Tract 9602, Carroll County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17015960300","Census Tract 9603, Carroll County, Illinois","74","74","0","0","74","0","0","0","0","0",
"1400000US17015960400","Census Tract 9604, Carroll County, Illinois","56","53","3","0","50","0","3","0","0","3",
"1400000US17015960500","Census Tract 9605, Carroll County, Illinois","7","0","0","0","0","0","7","0","0","7",
"1400000US17015960600","Census Tract 9606, Carroll County, Illinois","1082","1082","1082","0","0","0","0","0","0","0",
"1400000US17017960100","Census Tract 9601, Cass County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17017960200","Census Tract 9602, Cass County, Illinois","47","39","0","0","39","0","8","0","0","8",
"1400000US17017960300","Census Tract 9603, Cass County, Illinois","55","55","0","0","55","0","0","0","0","0",
"1400000US17017960400","Census Tract 9604, Cass County, Illinois","21","0","0","0","0","0","21","0","0","21",
"1400000US17017960500","Census Tract 9605, Cass County, Illinois","10","0","0","0","0","0","10","0","0","10",
"1400000US17019000200","Census Tract 2, Champaign County, Illinois","79","0","0","0","0","0","79","0","0","79",
"1400000US17019000301","Census Tract 3.01, Champaign County, Illinois","84","0","0","0","0","0","84","69","0","15",
"1400000US17019000302","Census Tract 3.02, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019000401","Census Tract 4.01, Champaign County, Illinois","3597","0","0","0","0","0","3597","3586","0","11",
"1400000US17019000402","Census Tract 4.02, Champaign County, Illinois","696","0","0","0","0","0","696","696","0","0",
"1400000US17019000500","Census Tract 5, Champaign County, Illinois","47","0","0","0","0","0","47","47","0","0",
"1400000US17019000700","Census Tract 7, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019000800","Census Tract 8, Champaign County, Illinois","55","43","0","0","43","0","12","0","0","12",
"1400000US17019000901","Census Tract 9.01, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019000902","Census Tract 9.02, Champaign County, Illinois","64","0","0","0","0","0","64","0","0","64",
"1400000US17019001000","Census Tract 10, Champaign County, Illinois","113","113","0","0","113","0","0","0","0","0",
"1400000US17019001100","Census Tract 11, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019001201","Census Tract 12.01, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019001203","Census Tract 12.03, Champaign County, Illinois","66","52","0","0","52","0","14","0","0","14",
"1400000US17019001204","Census Tract 12.04, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019001205","Census Tract 12.05, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019001206","Census Tract 12.06, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019001301","Census Tract 13.01, Champaign County, Illinois","27","4","0","4","0","0","23","0","0","23",
"1400000US17019001302","Census Tract 13.02, Champaign County, Illinois","320","116","0","0","116","0","204","0","0","204",
"1400000US17019001400","Census Tract 14, Champaign County, Illinois","3659","0","0","0","0","0","3659","3659","0","0",
"1400000US17019005300","Census Tract 53, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019005401","Census Tract 54.01, Champaign County, Illinois","38","36","0","36","0","0","2","0","0","2",
"1400000US17019005402","Census Tract 54.02, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019005500","Census Tract 55, Champaign County, Illinois","293","259","113","14","132","0","34","0","0","34",
"1400000US17019005601","Census Tract 56.01, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019005602","Census Tract 56.02, Champaign County, Illinois","51","33","0","0","33","0","18","0","0","18",
"1400000US17019005701","Census Tract 57.01, Champaign County, Illinois","10","0","0","0","0","0","10","0","0","10",
"1400000US17019005702","Census Tract 57.02, Champaign County, Illinois","230","230","0","0","230","0","0","0","0","0",
"1400000US17019005800","Census Tract 58, Champaign County, Illinois","65","0","0","0","0","0","65","65","0","0",
"1400000US17019005901","Census Tract 59.01, Champaign County, Illinois","1807","0","0","0","0","0","1807","1806","0","1",
"1400000US17019005902","Census Tract 59.02, Champaign County, Illinois","1153","0","0","0","0","0","1153","1153","0","0",
"1400000US17019006000","Census Tract 60, Champaign County, Illinois","2174","0","0","0","0","0","2174","2174","0","0",
"1400000US17019010100","Census Tract 101, Champaign County, Illinois","49","43","0","0","43","0","6","0","0","6",
"1400000US17019010204","Census Tract 102.04, Champaign County, Illinois","78","58","0","0","58","0","20","0","0","20",
"1400000US17019010300","Census Tract 103, Champaign County, Illinois","47","0","0","0","0","0","47","0","0","47",
"1400000US17019010400","Census Tract 104, Champaign County, Illinois","82","82","0","0","82","0","0","0","0","0",
"1400000US17019010500","Census Tract 105, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019010601","Census Tract 106.01, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019010603","Census Tract 106.03, Champaign County, Illinois","24","0","0","0","0","0","24","0","0","24",
"1400000US17019010604","Census Tract 106.04, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019010701","Census Tract 107.01, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019010702","Census Tract 107.02, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019010800","Census Tract 108, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019010901","Census Tract 109.01, Champaign County, Illinois","21","21","0","0","21","0","0","0","0","0",
"1400000US17019010902","Census Tract 109.02, Champaign County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17019011001","Census Tract 110.01, Champaign County, Illinois","12","12","0","12","0","0","0","0","0","0",
"1400000US17019011002","Census Tract 110.02, Champaign County, Illinois","71","0","0","0","0","0","71","0","0","71",
"1400000US17019011100","Census Tract 111, Champaign County, Illinois","52","51","51","0","0","0","1","0","0","1",
"1400000US17021958100","Census Tract 9581, Christian County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17021958200","Census Tract 9582, Christian County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17021958300","Census Tract 9583, Christian County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17021958400","Census Tract 9584, Christian County, Illinois","118","109","42","0","67","0","9","0","0","9",
"1400000US17021958500","Census Tract 9585, Christian County, Illinois","82","57","0","0","57","0","25","0","0","25",
"1400000US17021958600","Census Tract 9586, Christian County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17021958700","Census Tract 9587, Christian County, Illinois","2569","2569","2554","15","0","0","0","0","0","0",
"1400000US17021958800","Census Tract 9588, Christian County, Illinois","92","92","0","0","92","0","0","0","0","0",
"1400000US17021958900","Census Tract 9589, Christian County, Illinois","72","63","0","0","63","0","9","0","0","9",
"1400000US17021959000","Census Tract 9590, Christian County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17023060100","Census Tract 601, Clark County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17023060200","Census Tract 602, Clark County, Illinois","132","132","101","0","31","0","0","0","0","0",
"1400000US17023060300","Census Tract 603, Clark County, Illinois","93","93","0","0","93","0","0","0","0","0",
"1400000US17023060400","Census Tract 604, Clark County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17025971900","Census Tract 9719, Clay County, Illinois","12","12","0","0","12","0","0","0","0","0",
"1400000US17025972000","Census Tract 9720, Clay County, Illinois","82","8","8","0","0","0","74","0","0","74",
"1400000US17025972100","Census Tract 9721, Clay County, Illinois","183","127","0","0","127","0","56","15","0","41",
"1400000US17025972200","Census Tract 9722, Clay County, Illinois","13","0","0","0","0","0","13","0","0","13",
"1400000US17027900100","Census Tract 9001, Clinton County, Illinois","96","63","0","0","63","0","33","0","0","33",
"1400000US17027900200","Census Tract 9002, Clinton County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17027900300","Census Tract 9003, Clinton County, Illinois","57","38","0","0","38","0","19","0","0","19",
"1400000US17027900401","Census Tract 9004.01, Clinton County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17027900403","Census Tract 9004.03, Clinton County, Illinois","160","131","54","0","77","0","29","0","0","29",
"1400000US17027900404","Census Tract 9004.04, Clinton County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17027900500","Census Tract 9005, Clinton County, Illinois","1252","1240","1240","0","0","0","12","0","0","12",
"1400000US17027900601","Census Tract 9006.01, Clinton County, Illinois","9","0","0","0","0","0","9","0","0","9",
"1400000US17027900602","Census Tract 9006.02, Clinton County, Illinois","160","74","0","0","74","0","86","0","0","86",
"1400000US17029000100","Census Tract 1, Coles County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17029000200","Census Tract 2, Coles County, Illinois","44","0","0","0","0","0","44","0","0","44",
"1400000US17029000300","Census Tract 3, Coles County, Illinois","61","0","0","0","0","0","61","0","0","61",
"1400000US17029000400","Census Tract 4, Coles County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17029000500","Census Tract 5, Coles County, Illinois","558","466","195","0","271","0","92","0","0","92",
"1400000US17029000600","Census Tract 6, Coles County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17029000701","Census Tract 7.01, Coles County, Illinois","89","20","0","20","0","0","69","0","0","69",
"1400000US17029000702","Census Tract 7.02, Coles County, Illinois","21","0","0","0","0","0","21","0","0","21",
"1400000US17029000800","Census Tract 8, Coles County, Illinois","1525","0","0","0","0","0","1525","1485","0","40",
"1400000US17029000900","Census Tract 9, Coles County, Illinois","76","35","0","0","35","0","41","0","0","41",
"1400000US17029001000","Census Tract 10, Coles County, Illinois","121","117","0","0","117","0","4","0","0","4",
"1400000US17029001100","Census Tract 11, Coles County, Illinois","195","186","0","0","186","0","9","0","0","9",
"1400000US17029001200","Census Tract 12, Coles County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","245","101","0","0","101","0","144","0","0","144",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","104","22","0","22","0","0","82","0","0","82",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","254","246","0","0","246","0","8","0","0","8",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","820","791","0","0","791","0","29","0","0","29",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","1518","0","0","0","0","0","1518","1492","0","26",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","236","0","0","0","0","0","236","236","0","0",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","166","156","0","0","156","0","10","0","0","10",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","27","10","0","10","0","0","17","0","0","17",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","77","0","0","0","0","0","77","0","0","77",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","145","98","0","0","98","0","47","24","0","23",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","14","5","0","0","5","0","9","0","0","9",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","331","323","0","0","323","0","8","0","0","8",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","40","14","0","0","14","0","26","0","0","26",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","215","206","0","0","206","0","9","0","0","9",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","20","13","0","0","13","0","7","0","0","7",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","3","0","0","0","0","0","3","0","0","3",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","2","2","0","0","2","0","0","0","0","0",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","161","136","0","0","136","0","25","0","0","25",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","13","0","0","0","0","0","13","0","0","13",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","17","0","0","0","0","0","17","0","0","17",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","37","0","0","0","0","0","37","0","0","37",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","516","477","0","0","477","0","39","0","0","39",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","14","0","0","0","0","0","14","0","0","14",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","536","0","0","0","0","0","536","511","0","25",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1770","0","0","0","0","0","1770","1745","0","25",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","37","16","0","0","16","0","21","0","0","21",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","123","123","0","0","123","0","0","0","0","0",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","184","184","0","0","184","0","0","0","0","0",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","11","0","0","0","0","0","11","0","0","11",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","170","142","0","0","142","0","28","0","0","28",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","37","0","0","0","0","0","37","0","0","37",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1","0","0","0","0","0","1","0","0","1",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","140","136","0","0","136","0","4","0","0","4",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","8","0","0","0","0","0","8","0","0","8",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","105","82","0","0","82","0","23","0","0","23",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","327","245","0","0","245","0","82","0","0","82",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","397","310","0","0","257","53","87","0","0","87",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","187","187","0","0","187","0","0","0","0","0",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","356","0","0","0","0","0","356","0","0","356",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","147","15","0","0","15","0","132","0","0","132",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","90","83","0","0","83","0","7","0","0","7",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","3","0","0","0","0","0","3","0","0","3",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","79","0","0","0","0","0","79","0","0","79",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","204","200","0","0","112","88","4","0","0","4",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","186","186","0","0","186","0","0","0","0","0",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","52","45","0","0","45","0","7","0","0","7",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","163","162","0","0","162","0","1","0","0","1",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","92","92","0","41","36","15","0","0","0","0",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","15","15","0","0","0","15","0","0","0","0",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","17","0","0","0","0","0","17","0","0","17",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","2","0","0","0","0","0","2","0","0","2",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","54","52","0","0","0","52","2","0","0","2",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","11","0","0","0","0","0","11","0","0","11",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","8","0","0","0","0","0","8","0","0","8",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","73","0","0","0","0","0","73","73","0","0",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","8","0","0","0","0","0","8","0","0","8",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","87","0","0","0","0","0","87","0","0","87",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","6","0","0","0","0","0","6","0","0","6",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","85","85","0","0","85","0","0","0","0","0",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","8","8","0","0","8","0","0","0","0","0",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031070101","Census Tract 701.01, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031070102","Census Tract 701.02, Cook County, Illinois","42","42","0","0","42","0","0","0","0","0",
"1400000US17031070103","Census Tract 701.03, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031070200","Census Tract 702, Cook County, Illinois","121","93","0","0","93","0","28","0","0","28",
"1400000US17031070300","Census Tract 703, Cook County, Illinois","209","0","0","0","0","0","209","209","0","0",
"1400000US17031070400","Census Tract 704, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031070500","Census Tract 705, Cook County, Illinois","169","169","0","0","169","0","0","0","0","0",
"1400000US17031070600","Census Tract 706, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031070700","Census Tract 707, Cook County, Illinois","3","0","0","0","0","0","3","0","0","3",
"1400000US17031071000","Census Tract 710, Cook County, Illinois","1591","0","0","0","0","0","1591","1561","0","30",
"1400000US17031071100","Census Tract 711, Cook County, Illinois","424","0","0","0","0","0","424","424","0","0",
"1400000US17031071200","Census Tract 712, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
"1400000US17031071300","Census Tract 713, Cook County, Illinois","0","0","0","0","0","0","0","0","0","0",
