"GEO_ID","NAME","P4_001N","P4_002N","P4_003N","P4_004N","P4_005N","P4_006N","P4_007N","P4_008N","P4_009N","P4_010N","P4_011N","P4_012N","P4_013N","P4_014N","P4_015N","P4_016N","P4_017N","P4_018N","P4_019N","P4_020N","P4_021N","P4_022N","P4_023N","P4_024N","P4_025N","P4_026N","P4_027N","P4_028N","P4_029N","P4_030N","P4_031N","P4_032N","P4_033N","P4_034N","P4_035N","P4_036N","P4_037N","P4_038N","P4_039N","P4_040N","P4_041N","P4_042N","P4_043N","P4_044N","P4_045N","P4_046N","P4_047N","P4_048N","P4_049N","P4_050N","P4_051N","P4_052N","P4_053N","P4_054N","P4_055N","P4_056N","P4_057N","P4_058N","P4_059N","P4_060N","P4_061N","P4_062N","P4_063N","P4_064N","P4_065N","P4_066N","P4_067N","P4_068N","P4_069N","P4_070N","P4_071N","P4_072N","P4_073N",
"1400000US17031090100","Census Tract 901, Cook County, Illinois","2700","288","2412","2361","2257","14","5","81","0","4","51","50","5","9","3","0","32","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031090200","Census Tract 902, Cook County, Illinois","5265","476","4789","4698","4481","32","1","158","0","26","91","87","8","20","26","0","30","3","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031090300","Census Tract 903, Cook County, Illinois","991","79","912","895","860","7","0","16","0","12","17","17","2","9","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031100100","Census Tract 1001, Cook County, Illinois","4447","781","3666","3585","3181","48","17","314","2","23","81","81","6","30","24","0","13","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031100200","Census Tract 1002, Cook County, Illinois","5589","741","4848","4710","4435","55","1","184","0","35","138","134","13","41","37","0","29","3","2","0","0","6","0","0","3","0","0","4","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031100300","Census Tract 1003, Cook County, Illinois","5095","492","4603","4508","4266","20","2","204","0","16","95","87","11","17","29","4","21","0","0","0","1","0","2","0","2","0","0","4","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031100400","Census Tract 1004, Cook County, Illinois","2480","282","2198","2142","2023","14","4","93","0","8","56","55","5","21","16","0","9","0","1","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031100500","Census Tract 1005, Cook County, Illinois","4780","626","4154","4049","3610","65","4","344","0","26","105","91","17","17","30","0","21","0","0","0","0","0","0","0","5","1","0","14","4","0","0","2","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031100600","Census Tract 1006, Cook County, Illinois","3899","738","3161","3095","2735","43","5","303","0","9","66","65","13","18","20","0","13","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031100700","Census Tract 1007, Cook County, Illinois","3950","670","3280","3215","2855","24","3","319","1","13","65","60","0","10","23","0","26","0","0","0","0","0","0","0","1","0","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031110100","Census Tract 1101, Cook County, Illinois","4526","847","3679","3569","3044","121","5","378","0","21","110","103","18","18","38","0","17","0","1","0","8","0","0","0","3","0","0","5","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031110200","Census Tract 1102, Cook County, Illinois","2274","579","1695","1659","1433","36","6","169","0","15","36","35","1","13","14","0","7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031110300","Census Tract 1103, Cook County, Illinois","4286","872","3414","3314","2810","44","8","445","0","7","100","97","10","18","30","4","29","1","1","0","1","0","0","0","3","0","0","3","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031110400","Census Tract 1104, Cook County, Illinois","3690","837","2853","2778","2360","55","0","354","0","9","75","71","14","15","22","0","6","2","0","0","0","2","0","0","2","8","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031110501","Census Tract 1105.01, Cook County, Illinois","3805","872","2933","2824","2238","41","6","531","0","8","109","105","6","21","58","0","16","0","1","0","0","0","0","0","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0",
"1400000US17031110502","Census Tract 1105.02, Cook County, Illinois","2667","627","2040","1949","1506","58","4","358","1","22","91","82","4","23","21","0","26","0","7","0","1","0","0","0","0","0","0","7","3","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031120100","Census Tract 1201, Cook County, Illinois","3248","265","2983","2890","2666","28","1","185","0","10","93","87","12","18","27","0","30","0","0","0","0","0","0","0","0","0","0","6","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031120200","Census Tract 1202, Cook County, Illinois","3542","353","3189","3119","2652","32","4","417","0","14","70","68","4","6","36","1","18","3","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031120300","Census Tract 1203, Cook County, Illinois","5212","478","4734","4584","3567","61","0","927","1","28","150","148","15","24","67","6","28","0","2","0","0","0","0","0","4","2","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031120400","Census Tract 1204, Cook County, Illinois","2790","690","2100","2031","1562","38","4","408","0","19","69","63","2","15","28","0","17","0","0","0","0","0","0","0","1","0","0","6","4","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031130100","Census Tract 1301, Cook County, Illinois","3992","285","3707","3640","2185","86","2","1335","0","32","67","63","8","6","14","1","29","1","3","0","0","1","0","0","0","0","0","4","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031130200","Census Tract 1302, Cook County, Illinois","1156","241","915","876","651","16","0","205","0","4","39","36","4","9","9","2","4","1","0","2","0","5","0","0","0","0","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031130300","Census Tract 1303, Cook County, Illinois","3997","815","3182","3044","1543","213","17","1252","0","19","138","136","21","15","67","1","21","2","3","0","0","1","0","0","1","4","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140100","Census Tract 1401, Cook County, Illinois","2670","1285","1385","1327","832","126","10","347","0","12","58","52","12","4","28","1","0","0","1","0","1","0","0","0","2","3","0","5","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","4801","1962","2839","2730","1459","369","8","860","11","23","109","105","36","10","40","0","7","1","1","1","3","0","0","0","4","0","2","4","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","2060","1004","1056","993","268","110","16","588","0","11","63","61","18","7","20","0","5","3","0","0","0","5","0","0","3","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","3204","1209","1995","1920","1024","203","13","654","2","24","75","67","15","8","18","0","14","5","0","0","3","4","0","0","0","0","0","6","3","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","5129","1576","3553","3352","2116","55","9","1143","1","28","201","196","16","16","123","1","20","3","4","1","1","4","0","0","3","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","2733","1260","1473","1406","937","60","3","384","7","15","67","59","8","12","19","0","10","0","2","1","2","0","0","2","0","3","0","7","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","1965","1036","929","906","427","89","0","387","0","3","23","19","10","7","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","3832","2184","1648","1574","869","270","12","381","3","39","74","72","13","11","26","0","13","1","0","0","2","0","0","0","5","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140701","Census Tract 1407.01, Cook County, Illinois","2292","1143","1149","1089","591","86","6","385","0","21","60","57","11","4","17","0","17","0","4","0","0","4","0","0","0","0","0","3","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140702","Census Tract 1407.02, Cook County, Illinois","4301","2498","1803","1728","1175","190","4","349","1","9","75","75","14","9","28","0","16","2","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031140800","Census Tract 1408, Cook County, Illinois","5247","1518","3729","3571","2824","214","5","494","0","34","158","157","29","27","51","0","35","4","6","2","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031150200","Census Tract 1502, Cook County, Illinois","6016","1927","4089","3914","3214","175","15","480","3","27","175","167","32","41","37","1","43","0","0","0","3","0","0","0","10","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031150300","Census Tract 1503, Cook County, Illinois","5799","1552","4247","4099","3676","78","16","297","3","29","148","141","20","29","46","0","39","2","2","0","0","0","0","0","2","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031150401","Census Tract 1504.01, Cook County, Illinois","3724","1068","2656","2581","2214","69","9","267","0","22","75","74","16","14","34","3","5","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031150402","Census Tract 1504.02, Cook County, Illinois","3012","1068","1944","1895","1659","37","2","183","1","13","49","46","11","8","15","1","7","4","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031150501","Census Tract 1505.01, Cook County, Illinois","3064","808","2256","2200","1853","38","3","298","0","8","56","49","11","5","20","0","11","1","1","0","0","0","0","0","0","0","0","7","0","1","0","2","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031150502","Census Tract 1505.02, Cook County, Illinois","3352","1193","2159","2108","1743","57","11","285","0","12","51","45","13","10","11","0","10","0","1","0","0","0","0","0","0","0","0","5","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",
"1400000US17031150600","Census Tract 1506, Cook County, Illinois","3074","1236","1838","1770","1556","58","10","139","1","6","68","66","10","14","18","0","19","0","1","0","1","0","0","0","3","0","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031150700","Census Tract 1507, Cook County, Illinois","3470","1500","1970","1888","1619","88","1","167","1","12","82","71","12","2","38","0","14","1","0","0","0","0","0","0","4","0","0","7","0","1","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US17031150800","Census Tract 1508, Cook County, Illinois","3881","1936","1945","1853","1545","91","8","186","0","23","92","88","11","34","27","0","8","0","3","0","3","0","0","2","0","0","0","3","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031151001","Census Tract 1510.01, Cook County, Illinois","2132","1365","767","729","614","44","4","65","0","2","38","36","21","8","3","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031151002","Census Tract 1510.02, Cook County, Illinois","3481","2154","1327","1275","1026","114","15","116","3","1","52","42","4","11","6","0","14","0","1","0","0","1","0","0","4","1","0","9","6","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031151100","Census Tract 1511, Cook County, Illinois","3994","2019","1975","1923","1607","99","11","203","0","3","52","48","8","13","9","0","10","8","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031151200","Census Tract 1512, Cook County, Illinois","3116","1449","1667","1626","1378","54","0","177","0","17","41","40","9","3","15","0","10","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160100","Census Tract 1601, Cook County, Illinois","1975","483","1492","1434","1161","35","5","220","7","6","58","54","15","7","23","0","6","0","2","0","0","0","0","0","1","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160200","Census Tract 1602, Cook County, Illinois","2580","577","2003","1927","1584","84","6","236","0","17","76","73","17","13","27","0","8","1","0","0","0","0","0","0","7","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160300","Census Tract 1603, Cook County, Illinois","3232","826","2406","2309","1591","264","3","436","0","15","97","86","24","21","23","0","12","1","1","0","4","0","0","0","0","0","0","11","5","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160400","Census Tract 1604, Cook County, Illinois","3956","1439","2517","2394","1845","219","18","288","2","22","123","116","21","27","37","2","24","1","0","0","4","0","0","0","0","0","0","7","2","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160501","Census Tract 1605.01, Cook County, Illinois","2910","1511","1399","1312","933","109","0","258","1","11","87","81","21","16","15","0","11","4","0","0","1","1","0","0","4","8","0","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160502","Census Tract 1605.02, Cook County, Illinois","2670","1238","1432","1353","932","125","7","271","1","17","79","74","13","18","13","0","20","0","6","0","1","1","0","0","2","0","0","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160601","Census Tract 1606.01, Cook County, Illinois","2674","1043","1631","1559","1252","116","8","165","0","18","72","72","17","14","22","1","13","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160602","Census Tract 1606.02, Cook County, Illinois","2807","1136","1671","1610","1258","87","1","251","1","12","61","60","19","4","23","0","11","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US17031160700","Census Tract 1607, Cook County, Illinois","4599","1948","2651","2539","1913","145","4","463","3","11","112","110","17","23","32","0","24","4","1","0","0","0","0","0","9","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160800","Census Tract 1608, Cook County, Illinois","4030","2029","2001","1926","1454","116","4","330","1","21","75","71","17","24","14","0","14","0","0","0","2","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031160900","Census Tract 1609, Cook County, Illinois","1956","516","1440","1388","1144","65","15","160","0","4","52","48","7","7","16","0","15","0","0","0","2","0","0","0","1","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","1538","345","1193","1165","1012","48","5","95","0","5","28","21","2","2","9","0","5","1","0","0","2","0","0","0","0","0","0","5","0","0","2","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","1481","249","1232","1194","1018","39","3","124","0","10","38","37","14","1","13","0","8","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","2156","1218","938","889","621","52","4","204","0","8","49","46","8","9","16","0","5","0","2","0","1","0","0","0","5","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","3198","1645","1553","1478","1188","121","6","151","0","12","75","71","21","14","12","0","11","3","3","0","4","0","0","0","1","2","0","4","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","1866","256","1610","1579","1384","98","0","95","0","2","31","25","1","5","12","0","5","0","0","1","1","0","0","0","0","0","0","6","0","3","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","3043","1232","1811","1741","1520","30","3","172","2","14","70","58","18","11","16","3","6","0","0","0","3","0","0","0","0","1","0","11","3","0","0","2","2","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","4215","1379","2836","2782","2474","68","0","232","0","8","54","51","9","19","13","0","7","0","0","2","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","3371","974","2397","2348","2064","55","0","210","0","19","49","48","5","3","7","0","26","0","4","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","4280","1054","3226","3143","2946","66","9","118","0","4","83","78","24","19","13","0","17","1","1","0","0","0","0","1","2","0","0","5","0","0","0","0","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","2084","429","1655","1623","1471","18","3","129","0","2","32","26","8","13","0","1","4","0","0","0","0","0","0","0","0","0","0","6","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","2430","702","1728","1699","1585","25","0","83","0","6","29","29","3","7","6","0","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","3022","927","2095","2047","1872","37","0","138","0","0","48","47","0","7","28","0","5","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","1330","439","891","879","784","42","0","52","0","1","12","9","0","6","1","0","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","5834","1991","3843","3733","3222","139","9","350","0","13","110","104","23","19","36","2","19","0","1","0","0","0","0","0","4","0","0","6","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","3293","1479","1814","1777","1471","81","1","205","0","19","37","37","2","7","18","0","7","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","5280","2626","2654","2591","2087","204","5","266","2","27","63","63","9","7","35","1","7","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","1771","1405","366","347","249","31","0","61","1","5","19","15","6","2","2","0","2","3","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
