"GEO_ID","NAME","H1_001N","H1_002N","H1_003N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Occupied"," !!Total:!!Vacant",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","2727","2657","70",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","1854","1811","43",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","3111","2920","191",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","2195","2106","89",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","1541","1432","109",
"1400000US17031803613","Census Tract 8036.13, Cook County, Illinois","1150","1108","42",
"1400000US17031803614","Census Tract 8036.14, Cook County, Illinois","1811","1689","122",
"1400000US17031803615","Census Tract 8036.15, Cook County, Illinois","1271","1181","90",
"1400000US17031803616","Census Tract 8036.16, Cook County, Illinois","2324","2190","134",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","1532","1433","99",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","2822","2626","196",
"1400000US17031803800","Census Tract 8038, Cook County, Illinois","1882","1806","76",
"1400000US17031803901","Census Tract 8039.01, Cook County, Illinois","2216","2072","144",
"1400000US17031803902","Census Tract 8039.02, Cook County, Illinois","1351","1300","51",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","1995","1961","34",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","2617","2533","84",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","1759","1714","45",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","1441","1401","40",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","2765","2663","102",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","2431","2221","210",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","1238","1190","48",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","3003","2850","153",
"1400000US17031804203","Census Tract 8042.03, Cook County, Illinois","1154","1100","54",
"1400000US17031804204","Census Tract 8042.04, Cook County, Illinois","2015","1849","166",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","2542","2469","73",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","1798","1740","58",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","2522","2436","86",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","942","925","17",
"1400000US17031804312","Census Tract 8043.12, Cook County, Illinois","683","673","10",
"1400000US17031804313","Census Tract 8043.13, Cook County, Illinois","2266","2183","83",
"1400000US17031804314","Census Tract 8043.14, Cook County, Illinois","748","688","60",
"1400000US17031804315","Census Tract 8043.15, Cook County, Illinois","935","910","25",
"1400000US17031804316","Census Tract 8043.16, Cook County, Illinois","1693","1650","43",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","2815","2726","89",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","1565","1525","40",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","1111","1073","38",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","2089","2018","71",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","1759","1687","72",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","1828","1767","61",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","893","828","65",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","1662","1618","44",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","1553","1502","51",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","821","781","40",
"1400000US17031804512","Census Tract 8045.12, Cook County, Illinois","1547","1507","40",
"1400000US17031804513","Census Tract 8045.13, Cook County, Illinois","1557","1519","38",
"1400000US17031804514","Census Tract 8045.14, Cook County, Illinois","1670","1640","30",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","2855","2614","241",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","2560","2520","40",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","2638","2578","60",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","1633","1576","57",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","2672","2531","141",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","1293","1233","60",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","2048","1984","64",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","2785","2659","126",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","1724","1643","81",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","822","810","12",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","2447","2258","189",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","1662","1619","43",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","3028","2894","134",
"1400000US17031804712","Census Tract 8047.12, Cook County, Illinois","1972","1919","53",
"1400000US17031804713","Census Tract 8047.13, Cook County, Illinois","2349","2172","177",
"1400000US17031804714","Census Tract 8047.14, Cook County, Illinois","1384","1348","36",
"1400000US17031804715","Census Tract 8047.15, Cook County, Illinois","1177","1101","76",
"1400000US17031804716","Census Tract 8047.16, Cook County, Illinois","1847","1822","25",
"1400000US17031804803","Census Tract 8048.03, Cook County, Illinois","2181","2109","72",
"1400000US17031804804","Census Tract 8048.04, Cook County, Illinois","2709","2611","98",
"1400000US17031804805","Census Tract 8048.05, Cook County, Illinois","2571","2508","63",
"1400000US17031804806","Census Tract 8048.06, Cook County, Illinois","1147","1121","26",
"1400000US17031804807","Census Tract 8048.07, Cook County, Illinois","1893","1848","45",
"1400000US17031804808","Census Tract 8048.08, Cook County, Illinois","925","914","11",
"1400000US17031804809","Census Tract 8048.09, Cook County, Illinois","1573","1533","40",
"1400000US17031804810","Census Tract 8048.10, Cook County, Illinois","2759","2656","103",
"1400000US17031804901","Census Tract 8049.01, Cook County, Illinois","2795","2659","136",
"1400000US17031804902","Census Tract 8049.02, Cook County, Illinois","2064","1980","84",
"1400000US17031805001","Census Tract 8050.01, Cook County, Illinois","1876","1817","59",
"1400000US17031805002","Census Tract 8050.02, Cook County, Illinois","3159","3017","142",
"1400000US17031805105","Census Tract 8051.05, Cook County, Illinois","2934","2778","156",
"1400000US17031805106","Census Tract 8051.06, Cook County, Illinois","1262","1211","51",
"1400000US17031805107","Census Tract 8051.07, Cook County, Illinois","3213","3030","183",
"1400000US17031805108","Census Tract 8051.08, Cook County, Illinois","2744","2566","178",
"1400000US17031805109","Census Tract 8051.09, Cook County, Illinois","1724","1687","37",
"1400000US17031805110","Census Tract 8051.10, Cook County, Illinois","2167","2036","131",
"1400000US17031805111","Census Tract 8051.11, Cook County, Illinois","3279","3069","210",
"1400000US17031805112","Census Tract 8051.12, Cook County, Illinois","1518","1296","222",
"1400000US17031805201","Census Tract 8052.01, Cook County, Illinois","1171","1131","40",
"1400000US17031805202","Census Tract 8052.02, Cook County, Illinois","1569","1468","101",
"1400000US17031805301","Census Tract 8053.01, Cook County, Illinois","1246","1215","31",
"1400000US17031805302","Census Tract 8053.02, Cook County, Illinois","1363","1327","36",
"1400000US17031805401","Census Tract 8054.01, Cook County, Illinois","1610","1544","66",
"1400000US17031805402","Census Tract 8054.02, Cook County, Illinois","2153","2079","74",
"1400000US17031805501","Census Tract 8055.01, Cook County, Illinois","1661","1556","105",
"1400000US17031805502","Census Tract 8055.02, Cook County, Illinois","1721","1650","71",
"1400000US17031805600","Census Tract 8056, Cook County, Illinois","1617","1577","40",
"1400000US17031805701","Census Tract 8057.01, Cook County, Illinois","2141","2070","71",
"1400000US17031805702","Census Tract 8057.02, Cook County, Illinois","796","772","24",
"1400000US17031805801","Census Tract 8058.01, Cook County, Illinois","1080","1037","43",
"1400000US17031805802","Census Tract 8058.02, Cook County, Illinois","2006","1934","72",
"1400000US17031805901","Census Tract 8059.01, Cook County, Illinois","1985","1883","102",
"1400000US17031805902","Census Tract 8059.02, Cook County, Illinois","2329","2240","89",
"1400000US17031806001","Census Tract 8060.01, Cook County, Illinois","2754","2623","131",
"1400000US17031806002","Census Tract 8060.02, Cook County, Illinois","2981","2847","134",
"1400000US17031806004","Census Tract 8060.04, Cook County, Illinois","3006","2864","142",
"1400000US17031806005","Census Tract 8060.05, Cook County, Illinois","1255","1157","98",
"1400000US17031806006","Census Tract 8060.06, Cook County, Illinois","1813","1692","121",
"1400000US17031806102","Census Tract 8061.02, Cook County, Illinois","1910","1719","191",
"1400000US17031806103","Census Tract 8061.03, Cook County, Illinois","1982","1910","72",
"1400000US17031806104","Census Tract 8061.04, Cook County, Illinois","2159","1694","465",
"1400000US17031806201","Census Tract 8062.01, Cook County, Illinois","2639","2509","130",
"1400000US17031806202","Census Tract 8062.02, Cook County, Illinois","2888","2679","209",
"1400000US17031806300","Census Tract 8063, Cook County, Illinois","1881","1788","93",
"1400000US17031806400","Census Tract 8064, Cook County, Illinois","944","904","40",
"1400000US17031806501","Census Tract 8065.01, Cook County, Illinois","812","775","37",
"1400000US17031806502","Census Tract 8065.02, Cook County, Illinois","1535","1481","54",
"1400000US17031806600","Census Tract 8066, Cook County, Illinois","1333","1294","39",
"1400000US17031806700","Census Tract 8067, Cook County, Illinois","1643","1591","52",
"1400000US17031806801","Census Tract 8068.01, Cook County, Illinois","1539","1464","75",
"1400000US17031806802","Census Tract 8068.02, Cook County, Illinois","1227","1181","46",
"1400000US17031806900","Census Tract 8069, Cook County, Illinois","2497","2360","137",
"1400000US17031807000","Census Tract 8070, Cook County, Illinois","2195","2090","105",
"1400000US17031807100","Census Tract 8071, Cook County, Illinois","1377","1325","52",
"1400000US17031807200","Census Tract 8072, Cook County, Illinois","2053","1967","86",
"1400000US17031807300","Census Tract 8073, Cook County, Illinois","3166","3018","148",
"1400000US17031807400","Census Tract 8074, Cook County, Illinois","2454","2327","127",
"1400000US17031807500","Census Tract 8075, Cook County, Illinois","1115","1091","24",
"1400000US17031807600","Census Tract 8076, Cook County, Illinois","2240","2150","90",
"1400000US17031807700","Census Tract 8077, Cook County, Illinois","2482","2382","100",
"1400000US17031807800","Census Tract 8078, Cook County, Illinois","931","907","24",
"1400000US17031807900","Census Tract 8079, Cook County, Illinois","1539","1462","77",
"1400000US17031808001","Census Tract 8080.01, Cook County, Illinois","1382","1320","62",
"1400000US17031808002","Census Tract 8080.02, Cook County, Illinois","1734","1643","91",
"1400000US17031808100","Census Tract 8081, Cook County, Illinois","1934","1790","144",
"1400000US17031808200","Census Tract 8082, Cook County, Illinois","2009","1941","68",
"1400000US17031808301","Census Tract 8083.01, Cook County, Illinois","2707","2617","90",
"1400000US17031808302","Census Tract 8083.02, Cook County, Illinois","1653","1588","65",
"1400000US17031808400","Census Tract 8084, Cook County, Illinois","1594","1548","46",
"1400000US17031808500","Census Tract 8085, Cook County, Illinois","1476","1440","36",
"1400000US17031808600","Census Tract 8086, Cook County, Illinois","968","899","69",
"1400000US17031808702","Census Tract 8087.02, Cook County, Illinois","548","474","74",
"1400000US17031808800","Census Tract 8088, Cook County, Illinois","1663","1528","135",
"1400000US17031808900","Census Tract 8089, Cook County, Illinois","1812","1714","98",
"1400000US17031809000","Census Tract 8090, Cook County, Illinois","1432","1288","144",
"1400000US17031809100","Census Tract 8091, Cook County, Illinois","1522","1408","114",
"1400000US17031809200","Census Tract 8092, Cook County, Illinois","1765","1604","161",
"1400000US17031809300","Census Tract 8093, Cook County, Illinois","2545","2203","342",
"1400000US17031809401","Census Tract 8094.01, Cook County, Illinois","1926","1551","375",
"1400000US17031809402","Census Tract 8094.02, Cook County, Illinois","2165","1888","277",
"1400000US17031809500","Census Tract 8095, Cook County, Illinois","2584","2304","280",
"1400000US17031809600","Census Tract 8096, Cook County, Illinois","1236","1111","125",
"1400000US17031809700","Census Tract 8097, Cook County, Illinois","1386","1288","98",
"1400000US17031809800","Census Tract 8098, Cook County, Illinois","1160","1067","93",
"1400000US17031809900","Census Tract 8099, Cook County, Illinois","1455","1388","67",
"1400000US17031810000","Census Tract 8100, Cook County, Illinois","3217","2986","231",
"1400000US17031810100","Census Tract 8101, Cook County, Illinois","2205","2083","122",
"1400000US17031810200","Census Tract 8102, Cook County, Illinois","2973","2794","179",
"1400000US17031810301","Census Tract 8103.01, Cook County, Illinois","1555","1501","54",
"1400000US17031810302","Census Tract 8103.02, Cook County, Illinois","1313","1245","68",
"1400000US17031810400","Census Tract 8104, Cook County, Illinois","2054","1977","77",
"1400000US17031810501","Census Tract 8105.01, Cook County, Illinois","1983","1900","83",
"1400000US17031810502","Census Tract 8105.02, Cook County, Illinois","2104","2000","104",
"1400000US17031810600","Census Tract 8106, Cook County, Illinois","2026","1954","72",
"1400000US17031810701","Census Tract 8107.01, Cook County, Illinois","1997","1880","117",
"1400000US17031810702","Census Tract 8107.02, Cook County, Illinois","1702","1584","118",
"1400000US17031810800","Census Tract 8108, Cook County, Illinois","1807","1740","67",
"1400000US17031810900","Census Tract 8109, Cook County, Illinois","2763","2613","150",
"1400000US17031811000","Census Tract 8110, Cook County, Illinois","1799","1728","71",
"1400000US17031811100","Census Tract 8111, Cook County, Illinois","3025","2914","111",
"1400000US17031811200","Census Tract 8112, Cook County, Illinois","2015","1934","81",
"1400000US17031811301","Census Tract 8113.01, Cook County, Illinois","1595","1467","128",
"1400000US17031811302","Census Tract 8113.02, Cook County, Illinois","1303","1217","86",
"1400000US17031811401","Census Tract 8114.01, Cook County, Illinois","1803","1740","63",
"1400000US17031811402","Census Tract 8114.02, Cook County, Illinois","1600","1531","69",
"1400000US17031811500","Census Tract 8115, Cook County, Illinois","2066","2005","61",
"1400000US17031811600","Census Tract 8116, Cook County, Illinois","2525","2418","107",
"1400000US17031811701","Census Tract 8117.01, Cook County, Illinois","1192","1124","68",
"1400000US17031811702","Census Tract 8117.02, Cook County, Illinois","1922","1812","110",
"1400000US17031811800","Census Tract 8118, Cook County, Illinois","1693","1602","91",
"1400000US17031811900","Census Tract 8119, Cook County, Illinois","1969","1849","120",
"1400000US17031812000","Census Tract 8120, Cook County, Illinois","2297","2158","139",
"1400000US17031812100","Census Tract 8121, Cook County, Illinois","1783","1691","92",
"1400000US17031812200","Census Tract 8122, Cook County, Illinois","1414","1366","48",
"1400000US17031812301","Census Tract 8123.01, Cook County, Illinois","3441","2969","472",
"1400000US17031812302","Census Tract 8123.02, Cook County, Illinois","1130","1060","70",
"1400000US17031812400","Census Tract 8124, Cook County, Illinois","1268","1209","59",
"1400000US17031812500","Census Tract 8125, Cook County, Illinois","1841","1707","134",
"1400000US17031812600","Census Tract 8126, Cook County, Illinois","2112","1963","149",
"1400000US17031812700","Census Tract 8127, Cook County, Illinois","1764","1640","124",
"1400000US17031812801","Census Tract 8128.01, Cook County, Illinois","2373","2041","332",
"1400000US17031812802","Census Tract 8128.02, Cook County, Illinois","1506","1383","123",
"1400000US17031812900","Census Tract 8129, Cook County, Illinois","1983","1810","173",
"1400000US17031813000","Census Tract 8130, Cook County, Illinois","1566","1470","96",
"1400000US17031813100","Census Tract 8131, Cook County, Illinois","2002","1899","103",
"1400000US17031813200","Census Tract 8132, Cook County, Illinois","1770","1707","63",
"1400000US17031813301","Census Tract 8133.01, Cook County, Illinois","1105","1031","74",
"1400000US17031813302","Census Tract 8133.02, Cook County, Illinois","1176","1086","90",
"1400000US17031813400","Census Tract 8134, Cook County, Illinois","2167","2034","133",
"1400000US17031813500","Census Tract 8135, Cook County, Illinois","2146","2038","108",
"1400000US17031813600","Census Tract 8136, Cook County, Illinois","1615","1501","114",
"1400000US17031813701","Census Tract 8137.01, Cook County, Illinois","1268","1166","102",
"1400000US17031813702","Census Tract 8137.02, Cook County, Illinois","1251","1175","76",
"1400000US17031813801","Census Tract 8138.01, Cook County, Illinois","862","821","41",
"1400000US17031813802","Census Tract 8138.02, Cook County, Illinois","1604","1496","108",
"1400000US17031813900","Census Tract 8139, Cook County, Illinois","1916","1820","96",
"1400000US17031814000","Census Tract 8140, Cook County, Illinois","1465","1377","88",
"1400000US17031814100","Census Tract 8141, Cook County, Illinois","1469","1363","106",
"1400000US17031814200","Census Tract 8142, Cook County, Illinois","2340","2154","186",
"1400000US17031814300","Census Tract 8143, Cook County, Illinois","1452","1378","74",
"1400000US17031814400","Census Tract 8144, Cook County, Illinois","2425","2328","97",
"1400000US17031814500","Census Tract 8145, Cook County, Illinois","1575","1492","83",
"1400000US17031814600","Census Tract 8146, Cook County, Illinois","1910","1767","143",
"1400000US17031814700","Census Tract 8147, Cook County, Illinois","1995","1835","160",
"1400000US17031814800","Census Tract 8148, Cook County, Illinois","2343","2209","134",
"1400000US17031814900","Census Tract 8149, Cook County, Illinois","2833","2544","289",
"1400000US17031815000","Census Tract 8150, Cook County, Illinois","1467","1361","106",
"1400000US17031815100","Census Tract 8151, Cook County, Illinois","1422","1331","91",
"1400000US17031815200","Census Tract 8152, Cook County, Illinois","2431","2284","147",
"1400000US17031815300","Census Tract 8153, Cook County, Illinois","1430","1372","58",
"1400000US17031815400","Census Tract 8154, Cook County, Illinois","2439","2298","141",
"1400000US17031815500","Census Tract 8155, Cook County, Illinois","2767","2632","135",
"1400000US17031815600","Census Tract 8156, Cook County, Illinois","2251","2155","96",
"1400000US17031815701","Census Tract 8157.01, Cook County, Illinois","1576","1505","71",
"1400000US17031815702","Census Tract 8157.02, Cook County, Illinois","2214","2091","123",
"1400000US17031815800","Census Tract 8158, Cook County, Illinois","646","595","51",
"1400000US17031815900","Census Tract 8159, Cook County, Illinois","3224","3031","193",
"1400000US17031816000","Census Tract 8160, Cook County, Illinois","1850","1696","154",
"1400000US17031816100","Census Tract 8161, Cook County, Illinois","3095","2846","249",
"1400000US17031816200","Census Tract 8162, Cook County, Illinois","1746","1684","62",
"1400000US17031816300","Census Tract 8163, Cook County, Illinois","1677","1611","66",
"1400000US17031816401","Census Tract 8164.01, Cook County, Illinois","1550","1437","113",
"1400000US17031816402","Census Tract 8164.02, Cook County, Illinois","1415","1330","85",
"1400000US17031816500","Census Tract 8165, Cook County, Illinois","1414","1345","69",
"1400000US17031816600","Census Tract 8166, Cook County, Illinois","1361","1278","83",
"1400000US17031816700","Census Tract 8167, Cook County, Illinois","936","898","38",
"1400000US17031816800","Census Tract 8168, Cook County, Illinois","2124","2005","119",
"1400000US17031816900","Census Tract 8169, Cook County, Illinois","1837","1742","95",
"1400000US17031817000","Census Tract 8170, Cook County, Illinois","1942","1818","124",
"1400000US17031817101","Census Tract 8171.01, Cook County, Illinois","1851","1724","127",
"1400000US17031817102","Census Tract 8171.02, Cook County, Illinois","1126","1067","59",
"1400000US17031817200","Census Tract 8172, Cook County, Illinois","1745","1577","168",
"1400000US17031817300","Census Tract 8173, Cook County, Illinois","974","842","132",
"1400000US17031817400","Census Tract 8174, Cook County, Illinois","1186","1068","118",
"1400000US17031817500","Census Tract 8175, Cook County, Illinois","1511","1335","176",
"1400000US17031817600","Census Tract 8176, Cook County, Illinois","1374","1216","158",
"1400000US17031817700","Census Tract 8177, Cook County, Illinois","1654","1535","119",
"1400000US17031817900","Census Tract 8179, Cook County, Illinois","2467","2312","155",
"1400000US17031818000","Census Tract 8180, Cook County, Illinois","1752","1685","67",
"1400000US17031818100","Census Tract 8181, Cook County, Illinois","914","883","31",
"1400000US17031818200","Census Tract 8182, Cook County, Illinois","1934","1854","80",
"1400000US17031818300","Census Tract 8183, Cook County, Illinois","2093","2002","91",
"1400000US17031818401","Census Tract 8184.01, Cook County, Illinois","1410","1340","70",
"1400000US17031818402","Census Tract 8184.02, Cook County, Illinois","1512","1444","68",
"1400000US17031818500","Census Tract 8185, Cook County, Illinois","2664","2541","123",
"1400000US17031818600","Census Tract 8186, Cook County, Illinois","2158","2079","79",
"1400000US17031818700","Census Tract 8187, Cook County, Illinois","1536","1455","81",
"1400000US17031818800","Census Tract 8188, Cook County, Illinois","2244","2141","103",
"1400000US17031818900","Census Tract 8189, Cook County, Illinois","1834","1684","150",
"1400000US17031819000","Census Tract 8190, Cook County, Illinois","1638","1479","159",
"1400000US17031819100","Census Tract 8191, Cook County, Illinois","2025","1893","132",
"1400000US17031819200","Census Tract 8192, Cook County, Illinois","2339","2216","123",
"1400000US17031819300","Census Tract 8193, Cook County, Illinois","1112","1065","47",
"1400000US17031819400","Census Tract 8194, Cook County, Illinois","2247","2137","110",
"1400000US17031819500","Census Tract 8195, Cook County, Illinois","2028","1721","307",
"1400000US17031819600","Census Tract 8196, Cook County, Illinois","1400","1352","48",
"1400000US17031819700","Census Tract 8197, Cook County, Illinois","2005","1936","69",
"1400000US17031819801","Census Tract 8198.01, Cook County, Illinois","1812","1746","66",
"1400000US17031819802","Census Tract 8198.02, Cook County, Illinois","968","929","39",
"1400000US17031819900","Census Tract 8199, Cook County, Illinois","1197","1151","46",
"1400000US17031820000","Census Tract 8200, Cook County, Illinois","729","680","49",
"1400000US17031820101","Census Tract 8201.01, Cook County, Illinois","3318","3111","207",
"1400000US17031820103","Census Tract 8201.03, Cook County, Illinois","1667","1609","58",
"1400000US17031820104","Census Tract 8201.04, Cook County, Illinois","1895","1826","69",
"1400000US17031820202","Census Tract 8202.02, Cook County, Illinois","1386","1320","66",
"1400000US17031820203","Census Tract 8202.03, Cook County, Illinois","1443","1390","53",
"1400000US17031820204","Census Tract 8202.04, Cook County, Illinois","2102","1979","123",
"1400000US17031820300","Census Tract 8203, Cook County, Illinois","1881","1735","146",
"1400000US17031820400","Census Tract 8204, Cook County, Illinois","1902","1720","182",
"1400000US17031820501","Census Tract 8205.01, Cook County, Illinois","2155","2065","90",
"1400000US17031820502","Census Tract 8205.02, Cook County, Illinois","1917","1842","75",
"1400000US17031820603","Census Tract 8206.03, Cook County, Illinois","2076","1922","154",
"1400000US17031820604","Census Tract 8206.04, Cook County, Illinois","1494","1430","64",
"1400000US17031820605","Census Tract 8206.05, Cook County, Illinois","2081","1858","223",
"1400000US17031820606","Census Tract 8206.06, Cook County, Illinois","1698","1615","83",
"1400000US17031820700","Census Tract 8207, Cook County, Illinois","2523","2418","105",
"1400000US17031820800","Census Tract 8208, Cook County, Illinois","1179","1125","54",
"1400000US17031820901","Census Tract 8209.01, Cook County, Illinois","2054","1973","81",
"1400000US17031820902","Census Tract 8209.02, Cook County, Illinois","1615","1562","53",
"1400000US17031821001","Census Tract 8210.01, Cook County, Illinois","1778","1710","68",
"1400000US17031821002","Census Tract 8210.02, Cook County, Illinois","1891","1837","54",
"1400000US17031821101","Census Tract 8211.01, Cook County, Illinois","1528","1486","42",
"1400000US17031821102","Census Tract 8211.02, Cook County, Illinois","1384","1340","44",
"1400000US17031821200","Census Tract 8212, Cook County, Illinois","2462","2256","206",
"1400000US17031821300","Census Tract 8213, Cook County, Illinois","2345","2145","200",
"1400000US17031821401","Census Tract 8214.01, Cook County, Illinois","1274","1166","108",
"1400000US17031821402","Census Tract 8214.02, Cook County, Illinois","1362","1269","93",
"1400000US17031821500","Census Tract 8215, Cook County, Illinois","767","587","180",
"1400000US17031821600","Census Tract 8216, Cook County, Illinois","1754","1659","95",
"1400000US17031821700","Census Tract 8217, Cook County, Illinois","1848","1778","70",
"1400000US17031821800","Census Tract 8218, Cook County, Illinois","2047","1958","89",
"1400000US17031821900","Census Tract 8219, Cook County, Illinois","1937","1864","73",
"1400000US17031822000","Census Tract 8220, Cook County, Illinois","1945","1878","67",
"1400000US17031822101","Census Tract 8221.01, Cook County, Illinois","1733","1661","72",
"1400000US17031822102","Census Tract 8221.02, Cook County, Illinois","2153","2052","101",
"1400000US17031822200","Census Tract 8222, Cook County, Illinois","1362","1331","31",
"1400000US17031822301","Census Tract 8223.01, Cook County, Illinois","1356","1317","39",
"1400000US17031822302","Census Tract 8223.02, Cook County, Illinois","1652","1559","93",
"1400000US17031822400","Census Tract 8224, Cook County, Illinois","2297","2201","96",
"1400000US17031822500","Census Tract 8225, Cook County, Illinois","1680","1610","70",
"1400000US17031822601","Census Tract 8226.01, Cook County, Illinois","1779","1717","62",
"1400000US17031822602","Census Tract 8226.02, Cook County, Illinois","3052","2930","122",
"1400000US17031822701","Census Tract 8227.01, Cook County, Illinois","2196","2084","112",
"1400000US17031822702","Census Tract 8227.02, Cook County, Illinois","1678","1598","80",
"1400000US17031822801","Census Tract 8228.01, Cook County, Illinois","1489","1421","68",
"1400000US17031822802","Census Tract 8228.02, Cook County, Illinois","1406","1361","45",
"1400000US17031822900","Census Tract 8229, Cook County, Illinois","766","722","44",
"1400000US17031823001","Census Tract 8230.01, Cook County, Illinois","2845","2701","144",
"1400000US17031823002","Census Tract 8230.02, Cook County, Illinois","2400","2277","123",
"1400000US17031823101","Census Tract 8231.01, Cook County, Illinois","1881","1805","76",
"1400000US17031823102","Census Tract 8231.02, Cook County, Illinois","1460","1398","62",
"1400000US17031823200","Census Tract 8232, Cook County, Illinois","1972","1857","115",
"1400000US17031823302","Census Tract 8233.02, Cook County, Illinois","2685","2586","99",
"1400000US17031823303","Census Tract 8233.03, Cook County, Illinois","1718","1654","64",
"1400000US17031823304","Census Tract 8233.04, Cook County, Illinois","2690","2547","143",
"1400000US17031823400","Census Tract 8234, Cook County, Illinois","1904","1739","165",
"1400000US17031823500","Census Tract 8235, Cook County, Illinois","1688","1527","161",
"1400000US17031823602","Census Tract 8236.02, Cook County, Illinois","2981","2840","141",
"1400000US17031823603","Census Tract 8236.03, Cook County, Illinois","693","593","100",
"1400000US17031823604","Census Tract 8236.04, Cook County, Illinois","1422","1390","32",
"1400000US17031823605","Census Tract 8236.05, Cook County, Illinois","1690","1639","51",
"1400000US17031823702","Census Tract 8237.02, Cook County, Illinois","2945","2804","141",
"1400000US17031823703","Census Tract 8237.03, Cook County, Illinois","3302","3139","163",
"1400000US17031823704","Census Tract 8237.04, Cook County, Illinois","1427","1399","28",
"1400000US17031823705","Census Tract 8237.05, Cook County, Illinois","1770","1701","69",
"1400000US17031823801","Census Tract 8238.01, Cook County, Illinois","2547","2392","155",
"1400000US17031823803","Census Tract 8238.03, Cook County, Illinois","2738","2649","89",
"1400000US17031823805","Census Tract 8238.05, Cook County, Illinois","1498","1450","48",
"1400000US17031823806","Census Tract 8238.06, Cook County, Illinois","1771","1669","102",
"1400000US17031823901","Census Tract 8239.01, Cook County, Illinois","1529","1433","96",
"1400000US17031823903","Census Tract 8239.03, Cook County, Illinois","1767","1665","102",
"1400000US17031823904","Census Tract 8239.04, Cook County, Illinois","1813","1737","76",
"1400000US17031824003","Census Tract 8240.03, Cook County, Illinois","2342","2295","47",
"1400000US17031824004","Census Tract 8240.04, Cook County, Illinois","2265","2131","134",
"1400000US17031824005","Census Tract 8240.05, Cook County, Illinois","2168","2121","47",
"1400000US17031824006","Census Tract 8240.06, Cook County, Illinois","1805","1746","59",
"1400000US17031824105","Census Tract 8241.05, Cook County, Illinois","2822","2746","76",
"1400000US17031824106","Census Tract 8241.06, Cook County, Illinois","2746","2655","91",
"1400000US17031824107","Census Tract 8241.07, Cook County, Illinois","2807","2723","84",
"1400000US17031824113","Census Tract 8241.13, Cook County, Illinois","2272","2230","42",
"1400000US17031824114","Census Tract 8241.14, Cook County, Illinois","2053","1968","85",
"1400000US17031824115","Census Tract 8241.15, Cook County, Illinois","1523","1486","37",
"1400000US17031824116","Census Tract 8241.16, Cook County, Illinois","2367","2247","120",
"1400000US17031824119","Census Tract 8241.19, Cook County, Illinois","2098","2036","62",
"1400000US17031824121","Census Tract 8241.21, Cook County, Illinois","1244","1226","18",
"1400000US17031824122","Census Tract 8241.22, Cook County, Illinois","2385","2342","43",
"1400000US17031824123","Census Tract 8241.23, Cook County, Illinois","2962","2887","75",
"1400000US17031824124","Census Tract 8241.24, Cook County, Illinois","1482","1395","87",
"1400000US17031824125","Census Tract 8241.25, Cook County, Illinois","1383","1352","31",
"1400000US17031824126","Census Tract 8241.26, Cook County, Illinois","1982","1957","25",
