"GEO_ID","NAME","H1_001N","H1_002N","H1_003N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Occupied"," !!Total:!!Vacant",
"1400000US17067954300","Census Tract 9543, Hancock County, Illinois","1646","1424","222",
"1400000US17069970900","Census Tract 9709, Hardin County, Illinois","1140","931","209",
"1400000US17069971000","Census Tract 9710, Hardin County, Illinois","1056","770","286",
"1400000US17071973300","Census Tract 9733, Henderson County, Illinois","1076","913","163",
"1400000US17071973400","Census Tract 9734, Henderson County, Illinois","977","756","221",
"1400000US17071973500","Census Tract 9735, Henderson County, Illinois","1304","1165","139",
"1400000US17073030100","Census Tract 301, Henry County, Illinois","2509","2350","159",
"1400000US17073030201","Census Tract 302.01, Henry County, Illinois","1871","1791","80",
"1400000US17073030202","Census Tract 302.02, Henry County, Illinois","1679","1542","137",
"1400000US17073030203","Census Tract 302.03, Henry County, Illinois","1702","1624","78",
"1400000US17073030301","Census Tract 303.01, Henry County, Illinois","1699","1583","116",
"1400000US17073030302","Census Tract 303.02, Henry County, Illinois","1697","1571","126",
"1400000US17073030400","Census Tract 304, Henry County, Illinois","1165","1056","109",
"1400000US17073030500","Census Tract 305, Henry County, Illinois","1039","951","88",
"1400000US17073030600","Census Tract 306, Henry County, Illinois","1308","1165","143",
"1400000US17073030800","Census Tract 308, Henry County, Illinois","1462","1270","192",
"1400000US17073030900","Census Tract 309, Henry County, Illinois","1682","1476","206",
"1400000US17073031000","Census Tract 310, Henry County, Illinois","1755","1574","181",
"1400000US17073031100","Census Tract 311, Henry County, Illinois","1314","1157","157",
"1400000US17073031200","Census Tract 312, Henry County, Illinois","1329","1210","119",
"1400000US17075950100","Census Tract 9501, Iroquois County, Illinois","1220","1067","153",
"1400000US17075950200","Census Tract 9502, Iroquois County, Illinois","1515","1408","107",
"1400000US17075950300","Census Tract 9503, Iroquois County, Illinois","1417","1287","130",
"1400000US17075950400","Census Tract 9504, Iroquois County, Illinois","1755","1455","300",
"1400000US17075950500","Census Tract 9505, Iroquois County, Illinois","1783","1576","207",
"1400000US17075950600","Census Tract 9506, Iroquois County, Illinois","1440","1295","145",
"1400000US17075950700","Census Tract 9507, Iroquois County, Illinois","1432","1137","295",
"1400000US17075950800","Census Tract 9508, Iroquois County, Illinois","1102","982","120",
"1400000US17075950900","Census Tract 9509, Iroquois County, Illinois","1115","953","162",
"1400000US17077010100","Census Tract 101, Jackson County, Illinois","1490","1313","177",
"1400000US17077010200","Census Tract 102, Jackson County, Illinois","1871","1646","225",
"1400000US17077010300","Census Tract 103, Jackson County, Illinois","1347","1166","181",
"1400000US17077010400","Census Tract 104, Jackson County, Illinois","2072","1896","176",
"1400000US17077010601","Census Tract 106.01, Jackson County, Illinois","913","833","80",
"1400000US17077010602","Census Tract 106.02, Jackson County, Illinois","1749","1427","322",
"1400000US17077010700","Census Tract 107, Jackson County, Illinois","1596","1313","283",
"1400000US17077010800","Census Tract 108, Jackson County, Illinois","1919","1560","359",
"1400000US17077010900","Census Tract 109, Jackson County, Illinois","1139","972","167",
"1400000US17077011001","Census Tract 110.01, Jackson County, Illinois","993","829","164",
"1400000US17077011002","Census Tract 110.02, Jackson County, Illinois","2295","2012","283",
"1400000US17077011100","Census Tract 111, Jackson County, Illinois","2050","1435","615",
"1400000US17077011200","Census Tract 112, Jackson County, Illinois","2978","2338","640",
"1400000US17077011400","Census Tract 114, Jackson County, Illinois","1889","1597","292",
"1400000US17077011600","Census Tract 116, Jackson County, Illinois","1758","1582","176",
"1400000US17077011701","Census Tract 117.01, Jackson County, Illinois","828","643","185",
"1400000US17077011702","Census Tract 117.02, Jackson County, Illinois","856","631","225",
"1400000US17079977300","Census Tract 9773, Jasper County, Illinois","1238","1107","131",
"1400000US17079977400","Census Tract 9774, Jasper County, Illinois","1317","1174","143",
"1400000US17079977500","Census Tract 9775, Jasper County, Illinois","1673","1520","153",
"1400000US17081050100","Census Tract 501, Jefferson County, Illinois","1835","1704","131",
"1400000US17081050200","Census Tract 502, Jefferson County, Illinois","1273","1173","100",
"1400000US17081050300","Census Tract 503, Jefferson County, Illinois","1889","1744","145",
"1400000US17081050400","Census Tract 504, Jefferson County, Illinois","1527","1400","127",
"1400000US17081050500","Census Tract 505, Jefferson County, Illinois","2030","1845","185",
"1400000US17081050600","Census Tract 506, Jefferson County, Illinois","1404","1298","106",
"1400000US17081050700","Census Tract 507, Jefferson County, Illinois","1787","1565","222",
"1400000US17081050800","Census Tract 508, Jefferson County, Illinois","1837","1683","154",
"1400000US17081050900","Census Tract 509, Jefferson County, Illinois","1150","942","208",
"1400000US17081051000","Census Tract 510, Jefferson County, Illinois","652","520","132",
"1400000US17081051100","Census Tract 511, Jefferson County, Illinois","1248","1071","177",
"1400000US17083010100","Census Tract 101, Jersey County, Illinois","2202","2006","196",
"1400000US17083010200","Census Tract 102, Jersey County, Illinois","1393","1285","108",
"1400000US17083010300","Census Tract 103, Jersey County, Illinois","1581","1349","232",
"1400000US17083010401","Census Tract 104.01, Jersey County, Illinois","2818","2619","199",
"1400000US17083010402","Census Tract 104.02, Jersey County, Illinois","881","761","120",
"1400000US17083010500","Census Tract 105, Jersey County, Illinois","879","632","247",
"1400000US17085020101","Census Tract 201.01, Jo Daviess County, Illinois","1496","781","715",
"1400000US17085020102","Census Tract 201.02, Jo Daviess County, Illinois","1216","1055","161",
"1400000US17085020200","Census Tract 202, Jo Daviess County, Illinois","2181","2008","173",
"1400000US17085020300","Census Tract 203, Jo Daviess County, Illinois","2826","2248","578",
"1400000US17085020401","Census Tract 204.01, Jo Daviess County, Illinois","2374","1053","1321",
"1400000US17085020402","Census Tract 204.02, Jo Daviess County, Illinois","1796","1353","443",
"1400000US17085020500","Census Tract 205, Jo Daviess County, Illinois","1519","1329","190",
"1400000US17087977600","Census Tract 9776, Johnson County, Illinois","2453","1857","596",
"1400000US17087977700","Census Tract 9777, Johnson County, Illinois","1374","1219","155",
"1400000US17087977800","Census Tract 9778, Johnson County, Illinois","1679","1487","192",
"1400000US17087980000","Census Tract 9800, Johnson County, Illinois","20","14","6",
"1400000US17089850101","Census Tract 8501.01, Kane County, Illinois","2296","2233","63",
"1400000US17089850103","Census Tract 8501.03, Kane County, Illinois","2085","2045","40",
"1400000US17089850105","Census Tract 8501.05, Kane County, Illinois","2494","2437","57",
"1400000US17089850106","Census Tract 8501.06, Kane County, Illinois","2652","2595","57",
"1400000US17089850201","Census Tract 8502.01, Kane County, Illinois","1121","1107","14",
"1400000US17089850202","Census Tract 8502.02, Kane County, Illinois","1751","1718","33",
"1400000US17089850301","Census Tract 8503.01, Kane County, Illinois","2152","2065","87",
"1400000US17089850302","Census Tract 8503.02, Kane County, Illinois","1871","1756","115",
"1400000US17089850400","Census Tract 8504, Kane County, Illinois","1214","1155","59",
"1400000US17089850500","Census Tract 8505, Kane County, Illinois","1868","1757","111",
"1400000US17089850600","Census Tract 8506, Kane County, Illinois","3195","2927","268",
"1400000US17089850703","Census Tract 8507.03, Kane County, Illinois","855","809","46",
"1400000US17089850704","Census Tract 8507.04, Kane County, Illinois","3198","2999","199",
"1400000US17089850705","Census Tract 8507.05, Kane County, Illinois","3378","3206","172",
"1400000US17089850706","Census Tract 8507.06, Kane County, Illinois","1022","963","59",
"1400000US17089850707","Census Tract 8507.07, Kane County, Illinois","3249","3064","185",
"1400000US17089850708","Census Tract 8507.08, Kane County, Illinois","1423","1407","16",
"1400000US17089850709","Census Tract 8507.09, Kane County, Illinois","1571","1500","71",
"1400000US17089850710","Census Tract 8507.10, Kane County, Illinois","2266","2230","36",
"1400000US17089850711","Census Tract 8507.11, Kane County, Illinois","1495","1447","48",
"1400000US17089850800","Census Tract 8508, Kane County, Illinois","2259","2166","93",
"1400000US17089851000","Census Tract 8510, Kane County, Illinois","2792","2589","203",
"1400000US17089851101","Census Tract 8511.01, Kane County, Illinois","1585","1501","84",
"1400000US17089851102","Census Tract 8511.02, Kane County, Illinois","1303","1254","49",
"1400000US17089851301","Census Tract 8513.01, Kane County, Illinois","1286","1194","92",
"1400000US17089851302","Census Tract 8513.02, Kane County, Illinois","944","903","41",
"1400000US17089851400","Census Tract 8514, Kane County, Illinois","1954","1849","105",
"1400000US17089851500","Census Tract 8515, Kane County, Illinois","426","402","24",
"1400000US17089851600","Census Tract 8516, Kane County, Illinois","2417","2298","119",
"1400000US17089851801","Census Tract 8518.01, Kane County, Illinois","3088","2904","184",
"1400000US17089851904","Census Tract 8519.04, Kane County, Illinois","2638","2555","83",
"1400000US17089851907","Census Tract 8519.07, Kane County, Illinois","2920","2834","86",
"1400000US17089851908","Census Tract 8519.08, Kane County, Illinois","1882","1814","68",
"1400000US17089851909","Census Tract 8519.09, Kane County, Illinois","1722","1644","78",
"1400000US17089851910","Census Tract 8519.10, Kane County, Illinois","1569","1521","48",
"1400000US17089851911","Census Tract 8519.11, Kane County, Illinois","1614","1583","31",
"1400000US17089851912","Census Tract 8519.12, Kane County, Illinois","1291","1245","46",
"1400000US17089851913","Census Tract 8519.13, Kane County, Illinois","2295","2251","44",
"1400000US17089852001","Census Tract 8520.01, Kane County, Illinois","1829","1710","119",
"1400000US17089852002","Census Tract 8520.02, Kane County, Illinois","2727","2646","81",
"1400000US17089852004","Census Tract 8520.04, Kane County, Illinois","1114","1067","47",
"1400000US17089852005","Census Tract 8520.05, Kane County, Illinois","2047","1973","74",
"1400000US17089852101","Census Tract 8521.01, Kane County, Illinois","2224","2166","58",
"1400000US17089852103","Census Tract 8521.03, Kane County, Illinois","2271","2208","63",
"1400000US17089852104","Census Tract 8521.04, Kane County, Illinois","933","923","10",
"1400000US17089852201","Census Tract 8522.01, Kane County, Illinois","2059","1987","72",
"1400000US17089852203","Census Tract 8522.03, Kane County, Illinois","2244","2083","161",
"1400000US17089852204","Census Tract 8522.04, Kane County, Illinois","1447","1418","29",
"1400000US17089852300","Census Tract 8523, Kane County, Illinois","1158","1090","68",
"1400000US17089852403","Census Tract 8524.03, Kane County, Illinois","2100","1988","112",
"1400000US17089852404","Census Tract 8524.04, Kane County, Illinois","845","815","30",
"1400000US17089852405","Census Tract 8524.05, Kane County, Illinois","1122","1087","35",
"1400000US17089852406","Census Tract 8524.06, Kane County, Illinois","961","929","32",
"1400000US17089852407","Census Tract 8524.07, Kane County, Illinois","1079","1055","24",
"1400000US17089852408","Census Tract 8524.08, Kane County, Illinois","1710","1661","49",
"1400000US17089852500","Census Tract 8525, Kane County, Illinois","2557","2472","85",
"1400000US17089852606","Census Tract 8526.06, Kane County, Illinois","1885","1742","143",
"1400000US17089852607","Census Tract 8526.07, Kane County, Illinois","1473","1418","55",
"1400000US17089852608","Census Tract 8526.08, Kane County, Illinois","1781","1628","153",
"1400000US17089852700","Census Tract 8527, Kane County, Illinois","3153","3007","146",
"1400000US17089852803","Census Tract 8528.03, Kane County, Illinois","1950","1892","58",
"1400000US17089852805","Census Tract 8528.05, Kane County, Illinois","1990","1899","91",
"1400000US17089852806","Census Tract 8528.06, Kane County, Illinois","2297","2259","38",
"1400000US17089852807","Census Tract 8528.07, Kane County, Illinois","1375","1323","52",
"1400000US17089852808","Census Tract 8528.08, Kane County, Illinois","2681","2586","95",
"1400000US17089852903","Census Tract 8529.03, Kane County, Illinois","2435","2274","161",
"1400000US17089852904","Census Tract 8529.04, Kane County, Illinois","564","550","14",
"1400000US17089852905","Census Tract 8529.05, Kane County, Illinois","1560","1502","58",
"1400000US17089852906","Census Tract 8529.06, Kane County, Illinois","2111","2040","71",
"1400000US17089852907","Census Tract 8529.07, Kane County, Illinois","1735","1661","74",
"1400000US17089853001","Census Tract 8530.01, Kane County, Illinois","1588","1484","104",
"1400000US17089853004","Census Tract 8530.04, Kane County, Illinois","1460","1374","86",
"1400000US17089853005","Census Tract 8530.05, Kane County, Illinois","2207","2167","40",
"1400000US17089853006","Census Tract 8530.06, Kane County, Illinois","1228","1195","33",
"1400000US17089853007","Census Tract 8530.07, Kane County, Illinois","1879","1807","72",
"1400000US17089853008","Census Tract 8530.08, Kane County, Illinois","1279","1229","50",
"1400000US17089853100","Census Tract 8531, Kane County, Illinois","867","812","55",
"1400000US17089853200","Census Tract 8532, Kane County, Illinois","2107","1923","184",
"1400000US17089853300","Census Tract 8533, Kane County, Illinois","1085","1049","36",
"1400000US17089853401","Census Tract 8534.01, Kane County, Illinois","577","563","14",
"1400000US17089853402","Census Tract 8534.02, Kane County, Illinois","1270","1202","68",
"1400000US17089853500","Census Tract 8535, Kane County, Illinois","1249","1197","52",
"1400000US17089853601","Census Tract 8536.01, Kane County, Illinois","971","907","64",
"1400000US17089853602","Census Tract 8536.02, Kane County, Illinois","1137","1082","55",
"1400000US17089853900","Census Tract 8539, Kane County, Illinois","2097","2003","94",
"1400000US17089854001","Census Tract 8540.01, Kane County, Illinois","1570","1522","48",
"1400000US17089854002","Census Tract 8540.02, Kane County, Illinois","2233","2115","118",
"1400000US17089854100","Census Tract 8541, Kane County, Illinois","1273","1166","107",
"1400000US17089854200","Census Tract 8542, Kane County, Illinois","1394","1312","82",
"1400000US17089854301","Census Tract 8543.01, Kane County, Illinois","1508","1452","56",
"1400000US17089854302","Census Tract 8543.02, Kane County, Illinois","1252","1171","81",
"1400000US17089854401","Census Tract 8544.01, Kane County, Illinois","962","915","47",
"1400000US17089854402","Census Tract 8544.02, Kane County, Illinois","1466","1340","126",
"1400000US17089854403","Census Tract 8544.03, Kane County, Illinois","2322","2208","114",
"1400000US17089854504","Census Tract 8545.04, Kane County, Illinois","3036","2940","96",
"1400000US17089854505","Census Tract 8545.05, Kane County, Illinois","2580","2462","118",
"1400000US17089854506","Census Tract 8545.06, Kane County, Illinois","1332","1297","35",
"1400000US17089854507","Census Tract 8545.07, Kane County, Illinois","2094","2018","76",
"1400000US17089854508","Census Tract 8545.08, Kane County, Illinois","1805","1770","35",
"1400000US17089854509","Census Tract 8545.09, Kane County, Illinois","2599","2510","89",
"1400000US17089854600","Census Tract 8546, Kane County, Illinois","1558","1471","87",
"1400000US17089854700","Census Tract 8547, Kane County, Illinois","1030","954","76",
"1400000US17089854800","Census Tract 8548, Kane County, Illinois","2905","2811","94",
"1400000US17089854900","Census Tract 8549, Kane County, Illinois","2032","1960","72",
"1400000US17091010100","Census Tract 101, Kankakee County, Illinois","1016","960","56",
"1400000US17091010201","Census Tract 102.01, Kankakee County, Illinois","850","800","50",
"1400000US17091010203","Census Tract 102.03, Kankakee County, Illinois","1933","1847","86",
"1400000US17091010204","Census Tract 102.04, Kankakee County, Illinois","2262","2126","136",
"1400000US17091010300","Census Tract 103, Kankakee County, Illinois","1604","1447","157",
"1400000US17091010400","Census Tract 104, Kankakee County, Illinois","1996","1924","72",
"1400000US17091010500","Census Tract 105, Kankakee County, Illinois","2691","2472","219",
"1400000US17091010601","Census Tract 106.01, Kankakee County, Illinois","1969","1913","56",
"1400000US17091010602","Census Tract 106.02, Kankakee County, Illinois","2463","2269","194",
"1400000US17091010701","Census Tract 107.01, Kankakee County, Illinois","1880","1776","104",
"1400000US17091010702","Census Tract 107.02, Kankakee County, Illinois","2968","2805","163",
"1400000US17091010800","Census Tract 108, Kankakee County, Illinois","1591","1478","113",
"1400000US17091010900","Census Tract 109, Kankakee County, Illinois","1882","1677","205",
"1400000US17091011000","Census Tract 110, Kankakee County, Illinois","938","808","130",
"1400000US17091011100","Census Tract 111, Kankakee County, Illinois","855","777","78",
"1400000US17091011200","Census Tract 112, Kankakee County, Illinois","862","826","36",
"1400000US17091011300","Census Tract 113, Kankakee County, Illinois","966","895","71",
"1400000US17091011400","Census Tract 114, Kankakee County, Illinois","819","721","98",
"1400000US17091011500","Census Tract 115, Kankakee County, Illinois","936","776","160",
"1400000US17091011600","Census Tract 116, Kankakee County, Illinois","728","595","133",
"1400000US17091011700","Census Tract 117, Kankakee County, Illinois","1477","1304","173",
"1400000US17091011800","Census Tract 118, Kankakee County, Illinois","1191","1107","84",
"1400000US17091011900","Census Tract 119, Kankakee County, Illinois","626","561","65",
"1400000US17091012000","Census Tract 120, Kankakee County, Illinois","1577","1491","86",
"1400000US17091012100","Census Tract 121, Kankakee County, Illinois","1549","1407","142",
"1400000US17091012200","Census Tract 122, Kankakee County, Illinois","1433","1302","131",
"1400000US17091012300","Census Tract 123, Kankakee County, Illinois","1855","1481","374",
"1400000US17091012400","Census Tract 124, Kankakee County, Illinois","1825","1656","169",
"1400000US17091012500","Census Tract 125, Kankakee County, Illinois","727","650","77",
"1400000US17091012600","Census Tract 126, Kankakee County, Illinois","1801","1677","124",
"1400000US17093890103","Census Tract 8901.03, Kendall County, Illinois","2083","1934","149",
"1400000US17093890104","Census Tract 8901.04, Kendall County, Illinois","2099","2046","53",
"1400000US17093890105","Census Tract 8901.05, Kendall County, Illinois","2972","2909","63",
"1400000US17093890106","Census Tract 8901.06, Kendall County, Illinois","1769","1717","52",
"1400000US17093890107","Census Tract 8901.07, Kendall County, Illinois","1633","1552","81",
"1400000US17093890108","Census Tract 8901.08, Kendall County, Illinois","1693","1663","30",
"1400000US17093890201","Census Tract 8902.01, Kendall County, Illinois","1596","1567","29",
"1400000US17093890202","Census Tract 8902.02, Kendall County, Illinois","1019","990","29",
"1400000US17093890301","Census Tract 8903.01, Kendall County, Illinois","2205","2117","88",
"1400000US17093890302","Census Tract 8903.02, Kendall County, Illinois","2216","2150","66",
"1400000US17093890401","Census Tract 8904.01, Kendall County, Illinois","2268","2167","101",
"1400000US17093890402","Census Tract 8904.02, Kendall County, Illinois","3462","3332","130",
"1400000US17093890403","Census Tract 8904.03, Kendall County, Illinois","1965","1937","28",
"1400000US17093890404","Census Tract 8904.04, Kendall County, Illinois","3144","3065","79",
"1400000US17093890501","Census Tract 8905.01, Kendall County, Illinois","3169","3047","122",
"1400000US17093890502","Census Tract 8905.02, Kendall County, Illinois","1713","1624","89",
"1400000US17093890601","Census Tract 8906.01, Kendall County, Illinois","1760","1708","52",
"1400000US17093890602","Census Tract 8906.02, Kendall County, Illinois","2028","1944","84",
"1400000US17093890701","Census Tract 8907.01, Kendall County, Illinois","1568","1555","13",
"1400000US17093890702","Census Tract 8907.02, Kendall County, Illinois","1738","1685","53",
"1400000US17093890703","Census Tract 8907.03, Kendall County, Illinois","2908","2825","83",
"1400000US17095000100","Census Tract 1, Knox County, Illinois","1492","1244","248",
"1400000US17095000200","Census Tract 2, Knox County, Illinois","1797","1308","489",
"1400000US17095000300","Census Tract 3, Knox County, Illinois","2080","1882","198",
"1400000US17095000400","Census Tract 4, Knox County, Illinois","2412","2264","148",
"1400000US17095000500","Census Tract 5, Knox County, Illinois","1867","1742","125",
"1400000US17095000600","Census Tract 6, Knox County, Illinois","1698","1484","214",
"1400000US17095000700","Census Tract 7, Knox County, Illinois","942","818","124",
"1400000US17095000800","Census Tract 8, Knox County, Illinois","1083","913","170",
"1400000US17095000900","Census Tract 9, Knox County, Illinois","1036","835","201",
"1400000US17095001000","Census Tract 10, Knox County, Illinois","1744","1537","207",
"1400000US17095001100","Census Tract 11, Knox County, Illinois","1120","959","161",
"1400000US17095001200","Census Tract 12, Knox County, Illinois","788","730","58",
"1400000US17095001300","Census Tract 13, Knox County, Illinois","1664","1525","139",
"1400000US17095001400","Census Tract 14, Knox County, Illinois","834","732","102",
"1400000US17095001500","Census Tract 15, Knox County, Illinois","1740","1562","178",
"1400000US17095001600","Census Tract 16, Knox County, Illinois","1520","1316","204",
"1400000US17097860103","Census Tract 8601.03, Lake County, Illinois","1377","1330","47",
"1400000US17097860104","Census Tract 8601.04, Lake County, Illinois","1480","1398","82",
"1400000US17097860105","Census Tract 8601.05, Lake County, Illinois","1947","1813","134",
"1400000US17097860106","Census Tract 8601.06, Lake County, Illinois","1184","1154","30",
"1400000US17097860200","Census Tract 8602, Lake County, Illinois","1367","1240","127",
"1400000US17097860301","Census Tract 8603.01, Lake County, Illinois","1180","1086","94",
"1400000US17097860302","Census Tract 8603.02, Lake County, Illinois","1114","983","131",
"1400000US17097860400","Census Tract 8604, Lake County, Illinois","2299","2188","111",
"1400000US17097860500","Census Tract 8605, Lake County, Illinois","1809","1615","194",
"1400000US17097860600","Census Tract 8606, Lake County, Illinois","2964","2819","145",
"1400000US17097860805","Census Tract 8608.05, Lake County, Illinois","922","747","175",
"1400000US17097860806","Census Tract 8608.06, Lake County, Illinois","2164","2011","153",
"1400000US17097860807","Census Tract 8608.07, Lake County, Illinois","2105","1759","346",
"1400000US17097860808","Census Tract 8608.08, Lake County, Illinois","1576","1159","417",
"1400000US17097860809","Census Tract 8608.09, Lake County, Illinois","1313","1179","134",
"1400000US17097860811","Census Tract 8608.11, Lake County, Illinois","1834","1651","183",
"1400000US17097860812","Census Tract 8608.12, Lake County, Illinois","1361","1306","55",
"1400000US17097860813","Census Tract 8608.13, Lake County, Illinois","1293","1237","56",
"1400000US17097860903","Census Tract 8609.03, Lake County, Illinois","3067","2749","318",
"1400000US17097860905","Census Tract 8609.05, Lake County, Illinois","2307","2117","190",
"1400000US17097860906","Census Tract 8609.06, Lake County, Illinois","3887","3782","105",
"1400000US17097860907","Census Tract 8609.07, Lake County, Illinois","1847","1635","212",
"1400000US17097860908","Census Tract 8609.08, Lake County, Illinois","1081","871","210",
"1400000US17097861007","Census Tract 8610.07, Lake County, Illinois","1420","1368","52",
"1400000US17097861008","Census Tract 8610.08, Lake County, Illinois","2010","1948","62",
"1400000US17097861009","Census Tract 8610.09, Lake County, Illinois","1868","1817","51",
"1400000US17097861010","Census Tract 8610.10, Lake County, Illinois","2058","1955","103",
"1400000US17097861011","Census Tract 8610.11, Lake County, Illinois","2535","2468","67",
"1400000US17097861012","Census Tract 8610.12, Lake County, Illinois","2200","2055","145",
"1400000US17097861013","Census Tract 8610.13, Lake County, Illinois","1236","1148","88",
"1400000US17097861014","Census Tract 8610.14, Lake County, Illinois","1321","1272","49",
"1400000US17097861105","Census Tract 8611.05, Lake County, Illinois","1855","1787","68",
"1400000US17097861106","Census Tract 8611.06, Lake County, Illinois","3102","2989","113",
"1400000US17097861107","Census Tract 8611.07, Lake County, Illinois","1378","1350","28",
"1400000US17097861108","Census Tract 8611.08, Lake County, Illinois","2235","2180","55",
"1400000US17097861201","Census Tract 8612.01, Lake County, Illinois","2158","2047","111",
"1400000US17097861202","Census Tract 8612.02, Lake County, Illinois","1414","1381","33",
"1400000US17097861301","Census Tract 8613.01, Lake County, Illinois","2052","1931","121",
"1400000US17097861303","Census Tract 8613.03, Lake County, Illinois","1360","1323","37",
"1400000US17097861304","Census Tract 8613.04, Lake County, Illinois","944","911","33",
"1400000US17097861402","Census Tract 8614.02, Lake County, Illinois","3181","3088","93",
"1400000US17097861403","Census Tract 8614.03, Lake County, Illinois","813","757","56",
"1400000US17097861404","Census Tract 8614.04, Lake County, Illinois","2004","1900","104",
"1400000US17097861504","Census Tract 8615.04, Lake County, Illinois","3022","2918","104",
"1400000US17097861505","Census Tract 8615.05, Lake County, Illinois","1249","1211","38",
"1400000US17097861506","Census Tract 8615.06, Lake County, Illinois","2591","2490","101",
"1400000US17097861507","Census Tract 8615.07, Lake County, Illinois","1096","1059","37",
"1400000US17097861508","Census Tract 8615.08, Lake County, Illinois","1645","1532","113",
"1400000US17097861509","Census Tract 8615.09, Lake County, Illinois","1466","1400","66",
"1400000US17097861510","Census Tract 8615.10, Lake County, Illinois","1879","1823","56",
"1400000US17097861603","Census Tract 8616.03, Lake County, Illinois","2857","2706","151",
"1400000US17097861604","Census Tract 8616.04, Lake County, Illinois","2032","1974","58",
"1400000US17097861607","Census Tract 8616.07, Lake County, Illinois","2015","1814","201",
"1400000US17097861608","Census Tract 8616.08, Lake County, Illinois","1445","1395","50",
"1400000US17097861609","Census Tract 8616.09, Lake County, Illinois","1725","1680","45",
"1400000US17097861610","Census Tract 8616.10, Lake County, Illinois","1403","1367","36",
"1400000US17097861611","Census Tract 8616.11, Lake County, Illinois","1435","1409","26",
"1400000US17097861701","Census Tract 8617.01, Lake County, Illinois","675","649","26",
"1400000US17097861702","Census Tract 8617.02, Lake County, Illinois","1541","1470","71",
"1400000US17097861803","Census Tract 8618.03, Lake County, Illinois","2493","2357","136",
"1400000US17097861804","Census Tract 8618.04, Lake County, Illinois","1373","1309","64",
"1400000US17097861901","Census Tract 8619.01, Lake County, Illinois","1283","1231","52",
"1400000US17097861902","Census Tract 8619.02, Lake County, Illinois","2743","2608","135",
"1400000US17097862000","Census Tract 8620, Lake County, Illinois","1914","1815","99",
"1400000US17097862100","Census Tract 8621, Lake County, Illinois","1880","1742","138",
"1400000US17097862200","Census Tract 8622, Lake County, Illinois","1518","1393","125",
"1400000US17097862300","Census Tract 8623, Lake County, Illinois","1163","1027","136",
"1400000US17097862401","Census Tract 8624.01, Lake County, Illinois","1466","1345","121",
"1400000US17097862402","Census Tract 8624.02, Lake County, Illinois","993","923","70",
"1400000US17097862501","Census Tract 8625.01, Lake County, Illinois","1119","1081","38",
"1400000US17097862502","Census Tract 8625.02, Lake County, Illinois","583","549","34",
"1400000US17097862603","Census Tract 8626.03, Lake County, Illinois","2433","2344","89",
"1400000US17097862604","Census Tract 8626.04, Lake County, Illinois","1452","1395","57",
"1400000US17097862605","Census Tract 8626.05, Lake County, Illinois","1728","1599","129",
"1400000US17097862700","Census Tract 8627, Lake County, Illinois","1285","1195","90",
"1400000US17097862800","Census Tract 8628, Lake County, Illinois","837","701","136",
"1400000US17097862901","Census Tract 8629.01, Lake County, Illinois","1288","1153","135",
"1400000US17097862902","Census Tract 8629.02, Lake County, Illinois","1062","973","89",
"1400000US17097863003","Census Tract 8630.03, Lake County, Illinois","79","73","6",
"1400000US17097863004","Census Tract 8630.04, Lake County, Illinois","1661","1216","445",
"1400000US17097863005","Census Tract 8630.05, Lake County, Illinois","4","0","4",
"1400000US17097863006","Census Tract 8630.06, Lake County, Illinois","1","0","1",
"1400000US17097863100","Census Tract 8631, Lake County, Illinois","963","854","109",
"1400000US17097863201","Census Tract 8632.01, Lake County, Illinois","1064","1007","57",
"1400000US17097863202","Census Tract 8632.02, Lake County, Illinois","2199","2077","122",
"1400000US17097863300","Census Tract 8633, Lake County, Illinois","1046","971","75",
"1400000US17097863400","Census Tract 8634, Lake County, Illinois","1393","1216","177",
"1400000US17097863500","Census Tract 8635, Lake County, Illinois","2262","1960","302",
"1400000US17097863601","Census Tract 8636.01, Lake County, Illinois","1195","1148","47",
"1400000US17097863603","Census Tract 8636.03, Lake County, Illinois","1163","1128","35",
"1400000US17097863604","Census Tract 8636.04, Lake County, Illinois","1196","1114","82",
"1400000US17097863701","Census Tract 8637.01, Lake County, Illinois","1957","1834","123",
"1400000US17097863702","Census Tract 8637.02, Lake County, Illinois","1832","1725","107",
"1400000US17097863801","Census Tract 8638.01, Lake County, Illinois","2237","2018","219",
"1400000US17097863902","Census Tract 8639.02, Lake County, Illinois","2965","2747","218",
"1400000US17097863903","Census Tract 8639.03, Lake County, Illinois","1719","1630","89",
"1400000US17097863904","Census Tract 8639.04, Lake County, Illinois","1981","1938","43",
"1400000US17097864001","Census Tract 8640.01, Lake County, Illinois","2318","2219","99",
"1400000US17097864002","Census Tract 8640.02, Lake County, Illinois","2069","1952","117",
"1400000US17097864105","Census Tract 8641.05, Lake County, Illinois","2500","2400","100",
"1400000US17097864106","Census Tract 8641.06, Lake County, Illinois","1496","1465","31",
"1400000US17097864107","Census Tract 8641.07, Lake County, Illinois","1753","1706","47",
"1400000US17097864108","Census Tract 8641.08, Lake County, Illinois","2003","1945","58",
"1400000US17097864109","Census Tract 8641.09, Lake County, Illinois","2034","1984","50",
"1400000US17097864110","Census Tract 8641.10, Lake County, Illinois","2929","2715","214",
"1400000US17097864203","Census Tract 8642.03, Lake County, Illinois","1655","1582","73",
"1400000US17097864204","Census Tract 8642.04, Lake County, Illinois","1753","1682","71",
